Date,Time,Year,EF Scale,Path Length (in miles),Width (in feet),Injury,Fatality,Property Damage,Crops Damage,commnets,Link,month,Decade
1971-05-07 00:00:00,18:00 ,1971,EF4,28.5,100.0,137,3,2500000,0,,"May. 07, 1971 18:00 PM CDT",5,1970s
1971-05-07 00:00:00,18:00 ,1971,EF1,24.8,100.0,0,0,250000,0,,"May. 07, 1971 18:00 PM CDT",5,1970s
1971-05-07 00:00:00,18:45 ,1971,EF4,17.7,100.0,0,0,25000,0,,"May. 07, 1971 18:45 PM CDT",5,1970s
1971-05-07 00:00:00,21:15 ,1971,EF0,0.1,7.0,0,0,0,0,,"May. 07, 1971 21:15 PM CDT",5,1970s
1971-05-24 00:00:00,17:00 ,1971,EF2,10.9,100.0,22,0,250000,0,,"May. 24, 1971 17:00 PM CDT",5,1970s
1971-05-24 00:00:00,18:35 ,1971,EF1,7.9,100.0,8,0,25000,0,,"May. 24, 1971 18:35 PM CDT",5,1970s
1971-05-24 00:00:00,20:55 ,1971,EF0,0.2,7.0,3,0,250000,0,,"May. 24, 1971 20:55 PM CDT",5,1970s
1971-06-14 00:00:00,13:10 ,1971,EF0,0.2,20.0,0,0,0,0,,"Jun. 14, 1971 13:10 PM CDT",6,1970s
1971-06-14 00:00:00,13:36 ,1971,EF0,0.2,20.0,0,0,0,0,,"Jun. 14, 1971 13:36 PM CDT",6,1970s
1971-06-19 00:00:00,19:10 ,1971,EF0,0.2,7.0,0,0,0,0,,"Jun. 19, 1971 19:10 PM CDT",6,1970s
1971-07-15 00:00:00,2:35 ,1971,EF2,14.7,100.0,8,0,250000,0,,"Jul. 15, 1971 02:35 AM CDT",7,1970s
1971-12-15 00:00:00,2:20 ,1971,EF1,15.2,300.0,3,0,250000,0,,"Dec. 15, 1971 02:20 AM CST",12,1970s
1972-04-07 00:00:00,16:30 ,1972,EF2,5.7,200.0,0,0,250000,0,,"Apr. 07, 1972 16:30 PM CST",4,1970s
1972-04-07 00:00:00,16:45 ,1972,EF2,18.5,200.0,15,0,250000,0,,"Apr. 07, 1972 16:45 PM CST",4,1970s
1972-04-15 00:00:00,19:37 ,1972,EF1,0.3,50.0,0,0,0,0,,"Apr. 15, 1972 19:37 PM CST",4,1970s
1972-04-21 00:00:00,15:15 ,1972,EF1,1.5,50.0,3,0,250000,0,,"Apr. 21, 1972 15:15 PM CST",4,1970s
1972-04-21 00:00:00,18:25 ,1972,EF1,0.3,20.0,0,0,0,0,,"Apr. 21, 1972 18:25 PM CST",4,1970s
1972-04-21 00:00:00,18:30 ,1972,EF1,1.3,7.0,1,0,2500,0,,"Apr. 21, 1972 18:30 PM CST",4,1970s
1972-04-21 00:00:00,20:05 ,1972,EF3,20.6,200.0,6,0,250000,0,,"Apr. 21, 1972 20:05 PM CST",4,1970s
1972-04-21 00:00:00,20:45 ,1972,EF3,11.7,200.0,4,0,0,0,,"Apr. 21, 1972 20:45 PM CST",4,1970s
1972-05-14 00:00:00,20:30 ,1972,EF2,1.0,50.0,3,0,25000,0,,"May. 14, 1972 20:30 PM CDT",5,1970s
1972-06-28 00:00:00,13:00 ,1972,EF2,0.1,40.0,0,0,25000,0,,"Jun. 28, 1972 13:00 PM CDT",6,1970s
1972-06-28 00:00:00,17:40 ,1972,EF1,0.5,27.0,3,0,250000,0,,"Jun. 28, 1972 17:40 PM CDT",6,1970s
1972-07-02 00:00:00,19:20 ,1972,EF0,0.1,10.0,0,0,0,0,,"Jul. 02, 1972 19:20 PM CDT",7,1970s
1973-03-15 00:00:00,2:00 ,1973,EF2,0.1,100.0,3,1,250000,0,,"Mar. 15, 1973 02:00 AM CST",3,1970s
1973-04-19 00:00:00,10:15 ,1973,EF1,1.0,100.0,0,0,25000,0,,"Apr. 19, 1973 10:15 AM CST",4,1970s
1973-04-19 00:00:00,11:30 ,1973,EF1,0.0,100.0,0,0,25000,0,,"Apr. 19, 1973 11:30 AM CST",4,1970s
1973-04-19 00:00:00,12:35 ,1973,EF1,0.0,50.0,1,0,25000,0,,"Apr. 19, 1973 12:35 PM CST",4,1970s
1973-04-25 00:00:00,15:25 ,1973,EF1,0.0,33.0,0,0,25000,0,,"Apr. 25, 1973 15:25 PM CST",4,1970s
1973-05-10 00:00:00,12:45 ,1973,EF1,0.0,33.0,0,0,2500,0,,"May. 10, 1973 12:45 PM CDT",5,1970s
1973-05-10 00:00:00,13:15 ,1973,EF1,0.0,33.0,0,0,25000,0,,"May. 10, 1973 13:15 PM CDT",5,1970s
1973-05-10 00:00:00,21:30 ,1973,EF1,0.0,33.0,0,0,2500,0,,"May. 10, 1973 21:30 PM CDT",5,1970s
1973-05-11 00:00:00,8:30 ,1973,EF1,0.0,33.0,0,0,0,0,,"May. 11, 1973 08:30 AM CDT",5,1970s
1973-05-11 00:00:00,12:15 ,1973,EF1,0.5,100.0,0,0,25000,0,,"May. 11, 1973 12:15 PM CDT",5,1970s
1973-05-19 00:00:00,13:40 ,1973,EF1,0.0,33.0,0,0,0,0,,"May. 19, 1973 13:40 PM CDT",5,1970s
1973-05-19 00:00:00,14:15 ,1973,EF1,3.6,33.0,0,0,25000,0,,"May. 19, 1973 14:15 PM CDT",5,1970s
1973-05-22 00:00:00,16:00 ,1973,EF1,0.3,100.0,0,0,2500,0,,"May. 22, 1973 16:00 PM CDT",5,1970s
1973-05-22 00:00:00,19:15 ,1973,EF1,0.0,33.0,0,0,0,0,,"May. 22, 1973 19:15 PM CDT",5,1970s
1973-05-23 00:00:00,16:00 ,1973,EF1,1.0,100.0,0,0,25000,0,,"May. 23, 1973 16:00 PM CDT",5,1970s
1973-05-23 00:00:00,22:30 ,1973,EF2,9.5,100.0,0,0,250000,0,,"May. 23, 1973 22:30 PM CDT",5,1970s
1973-05-27 00:00:00,2:35 ,1973,EF2,2.0,100.0,0,0,25000,0,,"May. 27, 1973 02:35 AM CDT",5,1970s
1973-05-27 00:00:00,3:36 ,1973,EF1,0.0,33.0,0,0,2500,0,,"May. 27, 1973 03:36 AM CDT",5,1970s
1973-05-27 00:00:00,10:00 ,1973,EF2,0.0,33.0,0,0,250000,0,,"May. 27, 1973 10:00 AM CDT",5,1970s
1973-11-26 00:00:00,7:05 ,1973,EF2,0.5,27.0,0,0,25000,0,,"Nov. 26, 1973 07:05 AM CST",11,1970s
1973-11-26 00:00:00,17:45 ,1973,EF1,2.0,33.0,0,0,25000,0,,"Nov. 26, 1973 17:45 PM CST",11,1970s
1973-11-27 00:00:00,13:25 ,1973,EF2,15.4,440.0,1,0,250000,0,,"Nov. 27, 1973 13:25 PM CST",11,1970s
1973-12-13 00:00:00,7:50 ,1973,EF2,0.8,880.0,3,0,250000,0,,"Dec. 13, 1973 07:50 AM CST",12,1970s
1974-03-21 00:00:00,12:40 ,1974,EF2,0.8,300.0,7,0,250000,0,,"Mar. 21, 1974 00:40 AM CDT",3,1970s
1974-04-01 00:00:00,18:45 ,1974,EF1,2.0,200.0,0,0,250000,0,,"Apr. 01, 1974 18:45 PM CDT",4,1970s
1974-04-01 00:00:00,19:10 ,1974,EF2,10.9,440.0,12,1,2500,0,,"Apr. 01, 1974 19:10 PM CDT",4,1970s
1974-04-01 00:00:00,19:45 ,1974,EF1,13.1,100.0,4,0,2500000,0,,"Apr. 01, 1974 19:45 PM CDT",4,1970s
1974-04-03 00:00:00,13:05 ,1974,EF3,15.4,350.0,100,1,250000,0,,"Apr. 03, 1974 13:05 PM CDT",4,1970s
1974-04-03 00:00:00,13:15 ,1974,EF3,2.7,350.0,0,0,2500,0,,"Apr. 03, 1974 13:15 PM CDT",4,1970s
1974-04-03 00:00:00,14:00 ,1974,EF2,0.5,50.0,2,0,250000,0,,"Apr. 03, 1974 14:00 PM CDT",4,1970s
1974-04-03 00:00:00,14:30 ,1974,EF1,3.6,27.0,32,1,2500,0,,"Apr. 03, 1974 14:30 PM CDT",4,1970s
1974-04-03 00:00:00,14:50 ,1974,EF1,5.9,27.0,2,0,25000,0,,"Apr. 03, 1974 14:50 PM CDT",4,1970s
1974-04-03 00:00:00,15:00 ,1974,EF1,4.3,27.0,0,0,25000,0,,"Apr. 03, 1974 15:00 PM CDT",4,1970s
1974-04-03 00:00:00,16:00 ,1974,EF2,0.0,100.0,2,0,250000,0,,"Apr. 03, 1974 16:00 PM CDT",4,1970s
1974-04-03 00:00:00,16:00 ,1974,EF2,1.0,200.0,0,0,250000,0,,"Apr. 03, 1974 16:00 PM CDT",4,1970s
1974-04-03 00:00:00,16:15 ,1974,EF3,9.7,500.0,0,2,250000,0,,"Apr. 03, 1974 16:15 PM CDT",4,1970s
1974-04-03 00:00:00,16:18 ,1974,EF2,4.7,400.0,0,0,2500000,0,,"Apr. 03, 1974 16:18 PM CDT",4,1970s
1974-04-03 00:00:00,16:25 ,1974,EF3,5.4,500.0,0,1,250000,0,,"Apr. 03, 1974 16:25 PM CDT",4,1970s
1974-04-03 00:00:00,16:30 ,1974,EF1,7.9,100.0,0,0,25000,0,,"Apr. 03, 1974 16:30 PM CDT",4,1970s
1974-04-03 00:00:00,16:30 ,1974,EF3,6.1,500.0,50,0,250000,0,,"Apr. 03, 1974 16:30 PM CDT",4,1970s
1974-04-03 00:00:00,17:00 ,1974,EF1,6.5,200.0,2,0,25000,0,,"Apr. 03, 1974 17:00 PM CDT",4,1970s
1974-04-03 00:00:00,17:00 ,1974,EF2,15.8,300.0,0,0,2500000,0,,"Apr. 03, 1974 17:00 PM CDT",4,1970s
1974-04-03 00:00:00,17:10 ,1974,EF1,6.4,200.0,2,0,2500,0,,"Apr. 03, 1974 17:10 PM CDT",4,1970s
1974-04-03 00:00:00,17:10 ,1974,EF3,15.9,100.0,0,0,2500,0,,"Apr. 03, 1974 17:10 PM CDT",4,1970s
1974-04-03 00:00:00,17:15 ,1974,EF1,26.1,200.0,0,0,250000,0,,"Apr. 03, 1974 17:15 PM CDT",4,1970s
1974-04-03 00:00:00,18:15 ,1974,EF2,7.9,400.0,0,0,25000,0,,"Apr. 03, 1974 18:15 PM CDT",4,1970s
1974-04-03 00:00:00,18:30 ,1974,EF3,5.2,100.0,3,1,250000,0,,"Apr. 03, 1974 18:30 PM CDT",4,1970s
1974-04-03 00:00:00,18:30 ,1974,EF1,4.3,200.0,0,0,25000,0,,"Apr. 03, 1974 18:30 PM CDT",4,1970s
1974-04-03 00:00:00,18:40 ,1974,EF3,9.4,100.0,20,0,250000,0,,"Apr. 03, 1974 18:40 PM CDT",4,1970s
1974-04-03 00:00:00,18:45 ,1974,EF4,13.1,800.0,100,6,2500000,0,,"Apr. 03, 1974 18:45 PM CDT",4,1970s
1974-04-03 00:00:00,19:00 ,1974,EF1,8.6,200.0,0,0,250000,0,,"Apr. 03, 1974 19:00 PM CDT",4,1970s
1974-04-03 00:00:00,19:00 ,1974,EF4,14.4,800.0,21,5,250000,0,,"Apr. 03, 1974 19:00 PM CDT",4,1970s
1974-04-03 00:00:00,19:15 ,1974,EF4,6.6,700.0,0,0,2500000,0,,"Apr. 03, 1974 19:15 PM CDT",4,1970s
1974-04-03 00:00:00,19:20 ,1974,EF4,13.1,700.0,51,10,0,0,,"Apr. 03, 1974 19:20 PM CDT",4,1970s
1974-04-03 00:00:00,19:25 ,1974,EF4,21.3,33.0,0,0,0,0,,"Apr. 03, 1974 19:25 PM CDT",4,1970s
1974-04-03 00:00:00,19:30 ,1974,EF4,7.2,300.0,6,5,2500000,0,,"Apr. 03, 1974 19:30 PM CDT",4,1970s
1974-04-03 00:00:00,19:35 ,1974,EF4,8.7,700.0,0,0,0,0,,"Apr. 03, 1974 19:35 PM CDT",4,1970s
1974-04-03 00:00:00,19:45 ,1974,EF4,11.0,33.0,0,0,0,0,,"Apr. 03, 1974 19:45 PM CDT",4,1970s
1974-04-03 00:00:00,19:50 ,1974,EF4,18.8,200.0,150,7,2500000,0,,"Apr. 03, 1974 19:50 PM CDT",4,1970s
1974-04-03 00:00:00,20:00 ,1974,EF3,4.1,100.0,0,0,25000,0,,"Apr. 03, 1974 20:00 PM CDT",4,1970s
1974-04-03 00:00:00,20:05 ,1974,EF3,3.0,100.0,1,0,0,0,,"Apr. 03, 1974 20:05 PM CDT",4,1970s
1974-04-03 00:00:00,20:15 ,1974,EF2,8.7,100.0,1,1,250000,0,,"Apr. 03, 1974 20:15 PM CDT",4,1970s
1974-04-03 00:00:00,21:00 ,1974,EF0,0.5,27.0,0,0,2500,0,,"Apr. 03, 1974 21:00 PM CDT",4,1970s
1974-04-03 00:00:00,21:00 ,1974,EF1,27.5,100.0,0,0,2500,0,,"Apr. 03, 1974 21:00 PM CDT",4,1970s
1974-04-03 00:00:00,22:30 ,1974,EF3,9.4,400.0,120,3,2500000,0,,"Apr. 03, 1974 22:30 PM CDT",4,1970s
1974-04-03 00:00:00,22:45 ,1974,EF1,3.0,100.0,0,0,2500,0,,"Apr. 03, 1974 22:45 PM CDT",4,1970s
1974-04-03 00:00:00,22:45 ,1974,EF1,7.2,100.0,1,0,25000,0,,"Apr. 03, 1974 22:45 PM CDT",4,1970s
1974-04-03 00:00:00,22:50 ,1974,EF3,3.6,350.0,6,0,25000,0,,"Apr. 03, 1974 22:50 PM CDT",4,1970s
1974-04-03 00:00:00,22:50 ,1974,EF3,13.0,400.0,21,0,250000,0,,"Apr. 03, 1974 22:50 PM CDT",4,1970s
1974-04-03 00:00:00,23:30 ,1974,EF1,1.0,150.0,21,2,25000,0,,"Apr. 03, 1974 23:30 PM CDT",4,1970s
1974-04-03 00:00:00,23:30 ,1974,EF2,3.3,300.0,8,0,25000,0,,"Apr. 03, 1974 23:30 PM CDT",4,1970s
1974-04-03 00:00:00,23:35 ,1974,EF2,12.9,300.0,20,0,250000,0,,"Apr. 03, 1974 23:35 PM CDT",4,1970s
1974-04-04 00:00:00,12:30 ,1974,EF0,8.7,200.0,0,0,2500,0,,"Apr. 04, 1974 00:30 AM CDT",4,1970s
1974-04-04 00:00:00,1:00 ,1974,EF0,4.5,27.0,0,0,25000,0,,"Apr. 04, 1974 01:00 AM CDT",4,1970s
1974-04-04 00:00:00,1:30 ,1974,EF0,0.5,27.0,0,0,2500,0,,"Apr. 04, 1974 01:30 AM CDT",4,1970s
1974-04-04 00:00:00,2:00 ,1974,EF0,13.8,2500.0,2,0,250000,0,,"Apr. 04, 1974 02:00 AM CDT",4,1970s
1974-04-08 00:00:00,11:15 ,1974,EF3,2.0,440.0,1,0,250000,0,,"Apr. 08, 1974 11:15 AM CDT",4,1970s
1974-06-07 00:00:00,11:30 ,1974,EF1,0.3,100.0,1,1,25000,0,,"Jun. 07, 1974 11:30 AM CDT",6,1970s
1975-02-22 00:00:00,21:00 ,1975,EF1,0.1,150.0,2,0,25000,0,,"Feb. 22, 1975 21:00 PM CST",2,1970s
1975-03-07 00:00:00,12:20 ,1975,EF1,9.4,320.0,3,0,25000,0,,"Mar. 07, 1975 12:20 PM CDT",3,1970s
1975-03-07 00:00:00,12:40 ,1975,EF1,0.5,200.0,0,0,25000,0,,"Mar. 07, 1975 12:40 PM CDT",3,1970s
1975-03-12 00:00:00,10:30 ,1975,EF1,12.4,400.0,3,0,250000,0,,"Mar. 12, 1975 10:30 AM CDT",3,1970s
1975-03-12 00:00:00,11:45 ,1975,EF1,20.7,440.0,0,0,250000,0,,"Mar. 12, 1975 11:45 AM CDT",3,1970s
1975-03-22 00:00:00,3:32 ,1975,EF1,2.0,150.0,18,0,250000,0,,"Mar. 22, 1975 03:32 AM CDT",3,1970s
1975-03-24 00:00:00,7:30 ,1975,EF1,0.5,100.0,0,0,25000,0,,"Mar. 24, 1975 07:30 AM CDT",3,1970s
1975-04-18 00:00:00,22:30 ,1975,EF1,6.6,440.0,6,1,2500000,0,,"Apr. 18, 1975 22:30 PM CDT",4,1970s
1975-04-24 00:00:00,10:45 ,1975,EF1,0.5,200.0,1,0,25000,0,,"Apr. 24, 1975 10:45 AM CDT",4,1970s
1975-04-24 00:00:00,15:30 ,1975,EF2,1.5,440.0,4,1,250000,0,,"Apr. 24, 1975 15:30 PM CDT",4,1970s
1975-04-25 00:00:00,1:00 ,1975,EF1,7.4,440.0,1,1,25000,0,,"Apr. 25, 1975 01:00 AM CDT",4,1970s
1975-04-25 00:00:00,1:20 ,1975,EF1,10.3,440.0,6,0,250000,0,,"Apr. 25, 1975 01:20 AM CDT",4,1970s
1975-11-10 00:00:00,1:00 ,1975,EF1,0.1,23.0,0,0,25000,0,,"Nov. 10, 1975 01:00 AM CST",11,1970s
1976-02-17 00:00:00,23:00 ,1976,EF1,12.3,440.0,0,0,250000,0,,"Feb. 17, 1976 23:00 PM CST",2,1970s
1976-02-17 00:00:00,23:15 ,1976,EF1,6.9,440.0,2,0,250000,0,,"Feb. 17, 1976 23:15 PM CST",2,1970s
1976-02-17 00:00:00,23:15 ,1976,EF1,5.7,440.0,0,0,250000,0,,"Feb. 17, 1976 23:15 PM CST",2,1970s
1976-02-17 00:00:00,23:30 ,1976,EF1,15.2,33.0,0,0,250000,0,,"Feb. 17, 1976 23:30 PM CST",2,1970s
1976-02-18 00:00:00,13:07 ,1976,EF2,1.0,33.0,10,0,2500000,0,,"Feb. 18, 1976 13:07 PM CST",2,1970s
1976-03-20 00:00:00,22:25 ,1976,EF1,7.3,440.0,0,0,250000,0,,"Mar. 20, 1976 22:25 PM CST",3,1970s
1976-03-29 00:00:00,18:40 ,1976,EF1,0.2,200.0,0,0,25000,0,,"Mar. 29, 1976 18:40 PM CST",3,1970s
1976-03-29 00:00:00,19:53 ,1976,EF1,0.7,200.0,0,0,0,0,,"Mar. 29, 1976 19:53 PM CST",3,1970s
1976-04-11 00:00:00,16:50 ,1976,EF0,3.3,200.0,0,0,30,0,,"Apr. 11, 1976 16:50 PM CST",4,1970s
1976-05-13 00:00:00,17:40 ,1976,EF3,4.7,200.0,0,0,25000,0,,"May. 13, 1976 17:40 PM CDT",5,1970s
1976-05-28 00:00:00,18:00 ,1976,EF0,1.0,440.0,0,0,25000,0,,"May. 28, 1976 18:00 PM CDT",5,1970s
1977-03-28 00:00:00,5:34 ,1977,EF2,0.3,50.0,0,0,250000,0,,"Mar. 28, 1977 05:34 AM CST",3,1970s
1977-06-06 00:00:00,15:20 ,1977,EF0,9.2,440.0,0,0,2500,0,,"Jun. 06, 1977 15:20 PM CDT",6,1970s
1977-06-24 00:00:00,16:30 ,1977,EF1,3.8,100.0,0,0,25000,0,,"Jun. 24, 1977 16:30 PM CDT",6,1970s
1977-08-12 00:00:00,18:30 ,1977,EF0,0.1,17.0,0,0,25000,0,,"Aug. 12, 1977 18:30 PM CDT",8,1970s
1977-09-25 00:00:00,14:00 ,1977,EF0,5.1,100.0,0,0,2500,0,,"Sep. 25, 1977 14:00 PM CDT",9,1970s
1977-10-01 00:00:00,14:35 ,1977,EF1,16.2,77.0,10,0,2500000,0,,"Oct. 01, 1977 14:35 PM CDT",10,1970s
1977-10-01 00:00:00,15:45 ,1977,EF0,2.0,33.0,2,0,250000,0,,"Oct. 01, 1977 15:45 PM CDT",10,1970s
1977-10-01 00:00:00,16:30 ,1977,EF0,7.2,440.0,1,0,250000,0,,"Oct. 01, 1977 16:30 PM CDT",10,1970s
1977-10-01 00:00:00,19:15 ,1977,EF1,4.3,440.0,0,0,250000,0,,"Oct. 01, 1977 19:15 PM CDT",10,1970s
1977-10-01 00:00:00,23:15 ,1977,EF0,0.2,100.0,0,0,25000,0,,"Oct. 01, 1977 23:15 PM CDT",10,1970s
1977-11-21 00:00:00,1:35 ,1977,EF1,0.2,440.0,0,0,25000,0,,"Nov. 21, 1977 01:35 AM CST",11,1970s
1977-11-21 00:00:00,2:15 ,1977,EF0,0.1,3.0,2,0,25000,0,,"Nov. 21, 1977 02:15 AM CST",11,1970s
1977-12-04 00:00:00,20:50 ,1977,EF1,0.1,33.0,1,0,250000,0,,"Dec. 04, 1977 20:50 PM CST",12,1970s
1977-12-04 00:00:00,23:45 ,1977,EF0,0.1,33.0,3,0,250000,0,,"Dec. 04, 1977 23:45 PM CST",12,1970s
1977-12-05 00:00:00,8:40 ,1977,EF1,5.1,100.0,1,0,250000,0,,"Dec. 05, 1977 08:40 AM CST",12,1970s
1978-01-07 00:00:00,18:40 ,1978,EF1,1.0,100.0,0,0,250000,0,,"Jan. 07, 1978 18:40 PM CST",1,1970s
1978-01-07 00:00:00,19:30 ,1978,EF1,3.0,100.0,0,0,250000,0,,"Jan. 07, 1978 19:30 PM CST",1,1970s
1978-03-13 00:00:00,19:12 ,1978,EF0,0.0,33.0,0,0,25000,0,,"Mar. 13, 1978 19:12 PM CST",3,1970s
1978-04-17 00:00:00,23:30 ,1978,EF0,0.2,220.0,0,0,25000,0,,"Apr. 17, 1978 23:30 PM CST",4,1970s
1978-04-18 00:00:00,2:00 ,1978,EF1,0.0,33.0,0,0,25000,0,,"Apr. 18, 1978 02:00 AM CST",4,1970s
1978-04-18 00:00:00,3:45 ,1978,EF1,0.5,440.0,0,0,250000,0,,"Apr. 18, 1978 03:45 AM CST",4,1970s
1978-08-29 00:00:00,18:05 ,1978,EF2,2.0,100.0,26,0,2500000,0,,"Aug. 29, 1978 18:05 PM CDT",8,1970s
1978-12-07 00:00:00,16:45 ,1978,EF0,0.0,33.0,0,0,25000,0,,"Dec. 07, 1978 16:45 PM CST",12,1970s
1978-12-31 00:00:00,13:45 ,1978,EF1,6.5,167.0,1,0,250000,0,,"Dec. 31, 1978 13:45 PM CST",12,1970s
1979-03-22 00:00:00,23:30 ,1979,EF2,1.0,50.0,3,0,25000,0,,"Mar. 22, 1979 23:30 PM CST",3,1970s
1979-04-11 00:00:00,23:00 ,1979,EF0,0.3,33.0,0,0,2500,0,,"Apr. 11, 1979 23:00 PM CST",4,1970s
1979-05-03 00:00:00,16:10 ,1979,EF1,0.5,50.0,0,0,2500,0,,"May. 03, 1979 16:10 PM CDT",5,1970s
1979-05-03 00:00:00,16:26 ,1979,EF1,0.5,30.0,0,0,2500,0,,"May. 03, 1979 16:26 PM CDT",5,1970s
1979-05-03 00:00:00,16:50 ,1979,EF2,4.7,73.0,0,0,25000,0,,"May. 03, 1979 16:50 PM CDT",5,1970s
1979-05-03 00:00:00,17:00 ,1979,EF2,4.7,73.0,5,0,250000,0,,"May. 03, 1979 17:00 PM CDT",5,1970s
1979-06-30 00:00:00,12:30 ,1979,EF1,2.0,100.0,1,2,25000,0,,"Jun. 30, 1979 00:30 AM CDT",6,1970s
1980-03-07 00:00:00,17:30 ,1980,EF1,0.1,20.0,0,0,2500,0,,"Mar. 07, 1980 17:30 PM CST",3,1980s
1980-03-24 00:00:00,12:30 ,1980,EF2,1.9,150.0,2,0,250000,0,,"Mar. 24, 1980 12:30 PM CST",3,1980s
1980-04-08 00:00:00,10:20 ,1980,EF0,0.1,50.0,0,0,250,0,,"Apr. 08, 1980 10:20 AM CST",4,1980s
1980-04-08 00:00:00,10:46 ,1980,EF1,0.5,50.0,0,0,25000,0,,"Apr. 08, 1980 10:46 AM CST",4,1980s
1980-04-08 00:00:00,16:31 ,1980,EF1,5.2,50.0,0,0,25000,0,,"Apr. 08, 1980 16:31 PM CST",4,1980s
1980-04-28 00:00:00,17:05 ,1980,EF2,3.3,50.0,1,0,250000,0,,"Apr. 28, 1980 17:05 PM CDT",4,1980s
1980-05-17 00:00:00,14:30 ,1980,EF1,0.7,200.0,1,0,250000,0,,"May. 17, 1980 14:30 PM CDT",5,1980s
1980-05-17 00:00:00,14:30 ,1980,EF1,0.2,20.0,3,0,25000,0,,"May. 17, 1980 14:30 PM CDT",5,1980s
1980-06-24 00:00:00,14:00 ,1980,EF1,0.1,10.0,0,0,2500,0,,"Jun. 24, 1980 14:00 PM CDT",6,1980s
1980-06-24 00:00:00,15:20 ,1980,EF0,0.0,33.0,0,0,25000,0,,"Jun. 24, 1980 15:20 PM CDT",6,1980s
1980-06-29 00:00:00,10:00 ,1980,EF2,1.0,40.0,0,0,25000,0,,"Jun. 29, 1980 10:00 AM CDT",6,1980s
1980-07-05 00:00:00,18:00 ,1980,EF2,6.9,100.0,0,0,25000,0,,"Jul. 05, 1980 18:00 PM CDT",7,1980s
1980-07-06 00:00:00,13:00 ,1980,EF2,11.5,300.0,0,0,250000,0,,"Jul. 06, 1980 13:00 PM CDT",7,1980s
1980-07-06 00:00:00,14:00 ,1980,EF1,1.0,200.0,0,0,25000,0,,"Jul. 06, 1980 14:00 PM CDT",7,1980s
1980-07-10 00:00:00,12:30 ,1980,EF3,1.9,100.0,12,0,250000,0,,"Jul. 10, 1980 12:30 PM CDT",7,1980s
1980-08-29 00:00:00,13:45 ,1980,EF1,0.8,40.0,0,0,25000,0,,"Aug. 29, 1980 13:45 PM CDT",8,1980s
1980-10-17 00:00:00,15:13 ,1980,EF1,0.5,40.0,0,0,250000,0,,"Oct. 17, 1980 15:13 PM CDT",10,1980s
1980-10-17 00:00:00,15:13 ,1980,EF1,3.0,80.0,0,0,25000,0,,"Oct. 17, 1980 15:13 PM CDT",10,1980s
1981-04-17 00:00:00,7:10 ,1981,EF1,0.4,50.0,0,0,25000,0,,"Apr. 17, 1981 07:10 AM CST",4,1980s
1981-05-09 00:00:00,13:55 ,1981,EF0,0.2,40.0,0,0,30,0,,"May. 09, 1981 13:55 PM CDT",5,1980s
1981-05-27 00:00:00,18:40 ,1981,EF0,0.4,50.0,0,0,25000,0,,"May. 27, 1981 18:40 PM CDT",5,1980s
1981-06-06 00:00:00,4:15 ,1981,EF0,0.5,50.0,0,0,250000,0,,"Jun. 06, 1981 04:15 AM CDT",6,1980s
1981-06-06 00:00:00,4:50 ,1981,EF1,2.0,100.0,0,0,25000,0,,"Jun. 06, 1981 04:50 AM CDT",6,1980s
1981-06-06 00:00:00,5:50 ,1981,EF0,0.1,20.0,0,0,25000,0,,"Jun. 06, 1981 05:50 AM CDT",6,1980s
1981-06-06 00:00:00,6:20 ,1981,EF0,0.1,20.0,0,0,25000,0,,"Jun. 06, 1981 06:20 AM CDT",6,1980s
1981-10-17 00:00:00,19:00 ,1981,EF2,1.5,33.0,0,0,25000,0,,"Oct. 17, 1981 19:00 PM CDT",10,1980s
1982-03-20 00:00:00,8:00 ,1982,EF1,0.2,40.0,0,0,25000,0,,"Mar. 20, 1982 08:00 AM CST",3,1980s
1982-04-02 00:00:00,19:20 ,1982,EF3,8.0,77.0,1,0,2500000,0,,"Apr. 02, 1982 19:20 PM CST",4,1980s
1982-04-02 00:00:00,19:58 ,1982,EF2,6.0,77.0,0,0,250000,0,,"Apr. 02, 1982 19:58 PM CST",4,1980s
1982-04-02 00:00:00,20:10 ,1982,EF2,5.5,77.0,0,0,250000,0,,"Apr. 02, 1982 20:10 PM CST",4,1980s
1982-04-02 00:00:00,22:23 ,1982,EF0,0.3,50.0,0,0,250000,0,,"Apr. 02, 1982 22:23 PM CST",4,1980s
1982-04-17 00:00:00,3:45 ,1982,EF1,0.8,30.0,0,0,25000,0,,"Apr. 17, 1982 03:45 AM CST",4,1980s
1982-06-03 00:00:00,13:15 ,1982,EF1,2.0,77.0,0,0,25000,0,,"Jun. 03, 1982 13:15 PM CDT",6,1980s
1982-12-25 00:00:00,4:00 ,1982,EF2,2.0,77.0,0,0,250000,0,,"Dec. 25, 1982 04:00 AM CST",12,1980s
1983-05-29 00:00:00,16:00 ,1983,EF1,1.0,20.0,1,0,25000,0,,"May. 29, 1983 16:00 PM CDT",5,1980s
1983-06-04 00:00:00,12:00 ,1983,EF1,4.0,73.0,0,0,250000,0,,"Jun. 04, 1983 00:00 AM CDT",6,1980s
1983-06-04 00:00:00,1:15 ,1983,EF1,20.0,50.0,0,0,250000,0,,"Jun. 04, 1983 01:15 AM CDT",6,1980s
1983-08-22 00:00:00,21:25 ,1983,EF0,0.3,10.0,0,0,30,0,,"Aug. 22, 1983 21:25 PM CDT",8,1980s
